Name,Position,Company,Education,Location,Connections,Profile Link
Sanjeev Varma,CEO,Altran India,Faculty of Management Studies - University of Delhi,"New Delhi Area, India",500+,https://www.linkedin.com/in/sanjeev-varma-1905a110/
Rajiv Srinivas,CEO,Recrewt,Bangalore University,"Bengaluru, Karnataka, India",500+,https://www.linkedin.com/in/rajiv-srinivas-68102a2/
Richa Singh,CEO,Niine Sanitary Napkins,University of Pennsylvania - The Wharton School,"Gurgaon, Haryana, India",500+,https://www.linkedin.com/in/richaiimb2001/
Anjali Nar,CEO,MetriStambh,"Dehradun Institute of Technology, University, Dehradun, UK, India","Bengaluru, Karnataka, India",500+,https://www.linkedin.com/in/anjali-nar-22806bbb/
Ankur Chadha,CEO,MeriPadhai.com,Gulbarga University,"Central Delhi, Delhi, India",500+,https://www.linkedin.com/in/ankur-chadha-6192b05/
Shelton Banerjee,CEO,ALIN Technologies,Apeejay School,"Gautam Buddha Nagar, Uttar Pradesh, India",500+,https://www.linkedin.com/in/sheltonbanerjee/
Yax Sheth,CEO,YAKS Group,BVM Engineering College,"Vadodara, Gujarat, India",500+,https://www.linkedin.com/in/yax22/
Devadas Krishnan,CEO,MySchoolPage,"Indian Institute of Management, Ahmedabad","North Goa, Goa, India",500+,https://www.linkedin.com/in/devadaskrishnan/
Sunil Nair  ,CEO,Firework,University of Pune,"Mumbai, Maharashtra, India",500+,https://www.linkedin.com/in/sunilrnair/
Gulshan Patidar,CEO,Patidar IT Solution,"Patel College of Science & Technology, Sheri Gram Ralamandal, Indore","Indore, Madhya Pradesh, India",500+,https://www.linkedin.com/in/gulshan-patidar-b7603210b/
Alouk Kumar,CEO,Inductus,,"New Delhi, Delhi, India",500+,https://www.linkedin.com/in/alokinductus/
Praphool Panchal,CEO,Asnpro,,"Dungarpur, Rajasthan, India",500+,https://www.linkedin.com/in/praphool-panchal-6118b3136/
Rajashree Natarajan,CEO,Cognizant Foundation,"Indian Institute of Technology, Kharagpur","Chennai, Tamil Nadu, India",500+,https://www.linkedin.com/in/rajashree-natarajan-0722627/
Stanley Dsouza,CEO,Salexi H.R.Solutions Pvt.Ltd,St.Anselm's school,"Mumbai, Maharashtra, India",500+,https://www.linkedin.com/in/stanley-dsouza-33145840/
Raushan Mishra,CEO,Creative IT Brains,ICFAI Business School,"Gautam Buddha Nagar, Uttar Pradesh, India",500+,https://www.linkedin.com/in/raushan-mishra-93114bb5/
Sudipta Biswas,Co-Founder and Director,Ukio Ventures Private Limited,"Indian Institute of Management, Ahmedabad","South Delhi, Delhi, India",500+,https://www.linkedin.com/in/sudiptabiswas/
Vicky Sharma,CEO,Kmvsoftwares | Software Development Company,,"Jaipur, Rajasthan, India",500+,https://www.linkedin.com/in/vskmvsoftwares/
Lakshmi Narasimha Murthy,CEO,KL University,Harvard Business School,"Hyderabad, Telangana, India",500+,https://www.linkedin.com/in/murthy1005/
Venkata Krishna Reddy,CEO,Krish Software Solutions,Jawaharlal Nehru Technological University,"Hyderabad, Telangana, India",500+,https://www.linkedin.com/in/venkata-krishna-reddy-b40622139/
Mukhtar kazi,CEO,AWDIZ,Rizvi College of Engineering,"Mumbai, Maharashtra, India",500+,https://www.linkedin.com/in/mrarb/
Ritesh Ujjwal,CEO,Kofluence,"Indian Institute of Management, Calcutta","Bengaluru, Karnataka, India",500+,https://www.linkedin.com/in/riteshujjwal/
Anand Kumar Shaw,CEO,CDMSoftech Solution Pvt Ltd,Delhi University,"Ghaziabad, Uttar Pradesh, India",500+,https://www.linkedin.com/in/anand-kumar-shaw/
Neeraj Medirattaa,CEO,Ace Data Devices Pvt. Ltd.,Delhi University,"Mumbai, Maharashtra, India",500+,https://www.linkedin.com/in/neerajmedirattaa/
Shankar Suryanarayan,CEO,Management Consultancy,Indira Gandhi National Open University,"Bengaluru, Karnataka, India",500+,https://www.linkedin.com/in/shankar-suryanarayan-20851627/
Kannan Sivasubramanian,CEO,Aranca,Mumbai University,"Mumbai, Maharashtra, India",500+,https://www.linkedin.com/in/kannansiva/
Pramod Menon,CEO,Ashia Estates,SDM Law College,"Bengaluru Area, India",500+,https://www.linkedin.com/in/menonpramod/
Suhail Sameer,CEO,RP-SG FMCG (Guiltfree Industries Limited),"Indian Institute of Management, Lucknow","New Delhi, Delhi, India",500+,https://www.linkedin.com/in/suhail-sameer-8226865/
Shrinish Nair,CEO,Pinaky,,India,500+,https://www.linkedin.com/in/shrinishnair/
Umesh Ranglani,CEO,Tradetron,Institute Of Technology And Management,"Mumbai, Maharashtra, India",500+,https://www.linkedin.com/in/umeshranglani/
Suvamoy Sarkar,CEO,aristrotech,,"Kolkata, West Bengal, India",500+,https://www.linkedin.com/in/lpsuvamoy/
Srikanth SESHADRI,CEO,UNFYDCOMPASS : Break Digital Silos,,"Mumbai, Maharashtra, India",500+,https://www.linkedin.com/in/sriksesh/
Haaren C Sanghvi,CEO,HSAG,Harvard Business School,"Mumbai, Maharashtra, India",500+,https://www.linkedin.com/in/haarencsanghvi/
Ashis Guha,CEO,RAH Infotech Pvt Ltd,National Institute of Sales (NIS),"New Delhi, Delhi, India",500+,https://www.linkedin.com/in/ashis-guha-80b1261/
Basav Mukherjee MRICS,CEO,"The Bay Club, Mumbai",The Oberoi Centre of Learning & Development,"Mumbai, Maharashtra, India",500+,https://www.linkedin.com/in/basav-mukherjee/
Jai Valvani (We are hiring),CEO,Talent GPS,Sheffield Hallam University,"Bengaluru, Karnataka, India",500+,https://www.linkedin.com/in/jvalvani/
Sudhir Pai,CEO,Magicbricks,Symbiosis Centre For Management and Human Resource Development,"Bengaluru, Karnataka, India",500+,https://www.linkedin.com/in/sudhirpai/
LoreGaps Technologies,CEO,LoreGaps,Oxford College Of Engineering,"Bengaluru, Karnataka, India",500+,https://www.linkedin.com/in/loregaps-technologies-082022b8/
Rukmaji Ramanujan,CEO,Startup Bank,,India,500+,https://www.linkedin.com/in/rukmaji-ramanujan-78970358/
George Paul,CEO,MAIT,NIT Suratkal,"New Delhi, Delhi, India",500+,https://www.linkedin.com/in/georgepaulurl/
Boopathi (Trainer/Mentor) Kumar,CEO,MentorHost(Training Trains.in),Anna University,"Coimbatore, Tamil Nadu, India",500+,https://www.linkedin.com/in/boopathi-kumar-b22a5b35/
Omair Ahmad,CEO,jobheejob.com,Aligarh Muslim University,India,500+,https://www.linkedin.com/in/omair-ahmad-a07002137/
Vijay Sakorikar,CEO,ISOBEX,"Indian Institute of Management, Bangalore","Pune, Maharashtra, India",500+,https://www.linkedin.com/in/vijaysakorikar/
Murali Valiveti,CEO,Chirala Group of Institutions,National Institute of Industrial Engineering,"Prakasam, Andhra Pradesh, India",500+,https://www.linkedin.com/in/mvaliveti/
Vivek Kumar,CEO,VentureGarage,MICA (Mudra institute of Communications Ahmedabad),"Gurgaon, India",500+,https://www.linkedin.com/in/vivek-kumar12/
Aryan Srinivas Jadhav,CEO,7 Group Companies pvt Ltd,"Hyderabad Public School, Begumpet","Hyderabad, Telangana, India",500+,https://www.linkedin.com/in/aryan-srinivas-jadhav-705095b9/
Lokesh K,CEO,Sancha IT Solutions Private Limited,,"Bengaluru, Karnataka, India",500+,https://www.linkedin.com/in/lokesh-k-0a819b118/
Richa Mamgain Pant,CEO,Sportyze,"Shri Ram College of Commerce, Delhi University","East Delhi, Delhi, India",500+,https://www.linkedin.com/in/richapant22/
Sarita Rawat,CEO,SBI Card - GE Capital,Delhi University,"Gurgaon, Haryana, India",500+,https://www.linkedin.com/in/sarita-rawat-56244022/
Taran Sethi,CEO,HiredStaff,"Indian Institute of Management, Calcutta","New Delhi, Delhi, India",500+,https://www.linkedin.com/in/iamtaransethi/
Nikhil Goyal,CEO,Droves,IBS Hyderabad,"Hyderabad Area, India",500+,https://www.linkedin.com/in/nikhil-goyal-505734117/
Mehdi Hossain,CEO,KAKU'S COLLECTION,"Sabita Devi Education Trust, Brainware Group of Institutions 270","North 24 Parganas, West Bengal, India",500+,https://www.linkedin.com/in/mehdi-hossain-9a236711b/
Rinki Kakkar,CEO,R K Consultancy,,,500+,https://www.linkedin.com/in/rinki-kakkar-256276ba/
Rahul Roushan,CEO,OpIndia,Indian Institute of Management Ahmedabad,"Gurgaon, Haryana, India",500+,https://www.linkedin.com/in/rahulroushan/
Poonam Sharma,Chief executive officer,Technohills Web Pvt Ltd,"Guru Jambheshwar University of Science and Technology, Hissar","Hisar, Haryana, India",500+,https://www.linkedin.com/in/poonam-sharma-279739b9/
Raveena Singh,CEO,InfoSys Ltd.,Delhi Public School - R. K. Puram,"Gurgaon, Haryana, India",500+,https://www.linkedin.com/in/raveenasingh/
Sunil Goyal,CEO,Sopra Steria India,IIT Roorkee,"Noida Area, India",500+,https://www.linkedin.com/in/sugoyal/
Pallav Jain,CEO,Performics India,Indian Institute of Management Ahmedabad,"Mumbai, Maharashtra, India",500+,https://www.linkedin.com/in/pallav-jain-9a1b9a1/
Sarfaraz Khimani,CEO,Performics India,"Indian Institute of Management, Calcutta","Mumbai, Maharashtra, India",500+,https://www.linkedin.com/in/sarfaraz-khimani-0357b311/
Gautam Nath,CEO,Eco Rent A Car,University of Calcutta,"New Delhi Area, India",500+,https://www.linkedin.com/in/gautam-nath-855b101/
Prashant Jhaveri,CEO,MediBuddy,Penn State University,"Bengaluru, Karnataka, India",500+,https://www.linkedin.com/in/prashant-jhaveri-34782657/
Deepak Kumar Prabakaran,CEO,Habitate,Y Combinator Startup School,"Chennai, Tamil Nadu, India",500+,https://www.linkedin.com/in/deepakorcaso/
Kiran Bhagwanani,CEO,NTT Ltd.,IMD Business School,"Mumbai, Maharashtra, India",500+,https://www.linkedin.com/in/kiran-bhagwanani-b6646b9/
NAVANEEDHAN DEVADOSS,CEO,Glacier Technology,"Dr. Ambedkar Law University, Coimbatore","Coimbatore, Tamil Nadu, India",500+,https://www.linkedin.com/in/navaneedhan51630b88/
Hiral Dixit Khetiya,CEO,IDroidTechEra Consultancy,,"Ahmedabad, Gujarat, India",500+,https://www.linkedin.com/in/hiral-dixit-khetiya-9055b16a/
Prateep Basu,CEO,SatSure,International Space University,"Bengaluru, Karnataka, India",500+,https://www.linkedin.com/in/prateep-basu-0ba6791b/
Sanjoy Roy,CEO,Bold Industries Private Limited . www.boldbella.in,,"Mumbai, Maharashtra, India",500+,https://www.linkedin.com/in/sanjoy2020/
Deepak Mehra,CEO,SAPIENCE INTERGLOBE PRIVATE LIMITED,"Central School , Delhi Cantt, India","West Delhi, Delhi, India",500+,https://www.linkedin.com/in/sapienceglobal/
Ruchira Chatterjee,CEO,Auxesis Infotech Pvt. Ltd.,bitspilani dubai campus,"Central Delhi, Delhi, India",500+,https://www.linkedin.com/in/ruchira-chatterjee-b6255749/
Dipinder Sekhon,CEO,KritiKal Solutions,The London School of Economics and Political Science (LSE),"Noida Area, India",500+,https://www.linkedin.com/in/dipinder/
parshuram kadam,CEO,Jay Mahesh Automall pvt LTD,Dr.D.Y.Patil college of Engineering,"Pune Area, India",500+,https://www.linkedin.com/in/parshuram-kadam-58077642/
Pawan Mehra,CEO,Nohara Trading & Services India Pvt. Ltd.,Punjabi University,"Gurgaon, India",500+,https://www.linkedin.com/in/pawan-mehra-a852829/
Vijaya Deepti P H,CEO,Tata AIG General Insurance Company Limited,University of Mumbai,"Bengaluru, Karnataka, India",500+,https://www.linkedin.com/in/vijaya-deepti-p-h-565b2a3/
Vaibhav Singh,CEO,DigiKart IT Solutions,St. Xavier's High School Jabalpur,"Indore, Madhya Pradesh, India",500+,https://www.linkedin.com/in/vaibhav-singh-871a17ba/
Manav B.,CEO,Neev Fund,,"Gurgaon, Haryana, India",500+,https://www.linkedin.com/in/manav-b-53bab14/
Venkata Kiran A.,CEO,KCS Technologies Inc,"Indian Institute of Management, Calcutta","West Godavari, Andhra Pradesh, India",500+,https://www.linkedin.com/in/venkata-kiran/
Debanjan Kumar,CEO,Intellect Design Arena Ltd,Indian Institute of Social Welfare and Business Management,"New Delhi, Delhi, India",500+,https://www.linkedin.com/in/debanjan-kumar-43573519/
Prakash Saralaya,CEO,InOpTra,Northern Illinois University - College of Business,"Bengaluru, Karnataka, India",500+,https://www.linkedin.com/in/prakash-saralaya-78b2a94/
Sidharth Elwadhi,CEO,Repairify Services Pvt Ltd,Rutgers Business School,"South Delhi, Delhi, India",500+,https://www.linkedin.com/in/selwadhi/
Saurabh Chaubey,CEO,AIC-Great Lakes Balachandran Incubator,Indian Institute of Management Raipur,"Chennai, Tamil Nadu, India",500+,https://www.linkedin.com/in/saurabhchaubey1/
Adman. Blessing A Manikandan,CEO,"Paulsons Beauty and Fashion Private Limited (Toni&Guy, Essensuals, Haagen-Dazs and more)",,"Chennai, Tamil Nadu, India",500+,https://www.linkedin.com/in/admansamani/
Nikunj Ganatra,CEO,IT Path Solutions Pvt. Ltd.,Sardar Patel University,"Ahmedabad, Gujarat, India",500+,https://www.linkedin.com/in/nikunjganatra/
Deven Dharamdasani,CEO,SVG Media Pvt Ltd,Central School New Delhi,"Gurgaon, Haryana, India",500+,https://www.linkedin.com/in/deven-dharamdasani-9621212/
Senthil kumaran Baskaran,CEO,BlockchainX,Jansons Institute of Technology,"Coimbatore, Tamil Nadu, India",500+,https://www.linkedin.com/in/senthil-kumaran-baskaran-617bb1aa/
Jasmin Savani,CEO,Teqnum,"Sardar Patel University, Vallabh Vidyanagar","Surat, Gujarat, India",500+,https://www.linkedin.com/in/jasmin-savani-891544139/
Aalok Kumar,CEO,NEC Technologies India Pvt Ltd.,"Indian Institute of Management, Ahmedabad","New Delhi, Delhi, India",500+,https://www.linkedin.com/in/aalok-kumar/
Vittaladas Bhat,CEO,Blute Technologies Pvt. Ltd.,Bharathidasan University,"Bengaluru, Karnataka, India",500+,https://www.linkedin.com/in/vittaladas-bhat-2440195/
Vijay Kumar,CEO,Anvich Venture Partners,"Indian Institute of Technology, Kharagpur","Mumbai, Maharashtra, India",500+,https://www.linkedin.com/in/vijay-kumar-capitalists/
Umakant Tiwari,CEO,E&M Global,"Institute of Social Sciences, Agra","Noida Area, India",500+,https://www.linkedin.com/in/umakant-tiwari-7116014/
Ravish Jamwal,CEO,Satnam Infosys,University of Jammu,,500+,https://www.linkedin.com/in/ravish-jamwal-a6a10b47/
Raj Singh,CEO,Avance Globaltech Consultancy Pvt.Ltd.,,"New Delhi Area, India",500+,https://www.linkedin.com/in/raj-singh-34645844/
Chandrasekhar C L,CEO,Innovalus Technologies,"Indian Institute of Management, Calcutta","Chennai, Tamil Nadu, India",500+,https://www.linkedin.com/in/chandrasekharcl/
R Chandrashekar,CEO,Native AI,"Indian Institute of Technology,Varanasi","Bengaluru, Karnataka, India",500+,https://www.linkedin.com/in/chandrashekarram/
Manish Gupta,CEO,Indegene,Indian Institute of Management Ahmedabad,"Bengaluru Area, India",500+,https://www.linkedin.com/in/manish-gupta-4b85b2/
Divya Jain,CEO,OnlineChalo,"International Institute of Information Technology, Pune Infotech Park, Hinjawadi, Pune 411057","Indore, Madhya Pradesh, India",500+,https://www.linkedin.com/in/divya-jain-1b4619140/
Navneet Singh,CEO,Avsar HR Services,Indian Institute of Management Ahmedabad,"Bengaluru, Karnataka, India",500+,https://www.linkedin.com/in/navneet-singh-avsar/
Shinesh Singhvi,CEO,GKB Group,,"Mumbai Area, India",500+,https://www.linkedin.com/in/shinesh-singhvi-58695a27/
Brijesh Singh,CEO,performatica,,"West Delhi, Delhi, India",500+,https://www.linkedin.com/in/brijesh-singh-235216b9/
Gowri Shankar K,CEO,ABG UREKHA,"Bharathiyar University,Coimbatore,India","Chennai, Tamil Nadu, India",500+,https://www.linkedin.com/in/gowri-shankar-k-52819047/
Gaurav Abrol,CEO,Cogent E-Services Private Limited,"Institute of Management Studies, Ghaziabad","Noida Area, India",500+,https://www.linkedin.com/in/gaurav-abrol-8a911325/
Sarabjeet S Saluja,CEO,GIGIL RESOURCES PVT LTD,MANAV BHARTI UNIVERSITY,"Mumbai, Maharashtra, India",500+,https://www.linkedin.com/in/saluja/
Elanchezian Dhanasekaran,CEO,Work Slick,,"Chennai, Tamil Nadu, India",500+,https://www.linkedin.com/in/elanchezian-dhanasekaran/
Harish Arora,CEO,CornerTree Consulting,The Institute of Chartered Accountants of India,"Bengaluru, Karnataka, India",500+,https://www.linkedin.com/in/harisharoraca/
Arun Kumar,CEO,.KREATE Group,Delhi School of Economics,"South Delhi, Delhi, India",500+,https://www.linkedin.com/in/arun-kumar-97bb773/
Dharmendra SINGH,CEO,MergerWare,INSEAD,"Bengaluru, Karnataka, India",500+,https://www.linkedin.com/in/dharmendrainsead/
Sunil Jolapara,CEO,Ryan Software,Gujarat Technological University,"Jamnagar, Gujarat, India",500+,https://www.linkedin.com/in/sunil-jolapara-12886b187/
Vishnu Subramanian,CEO,Jarvislabs.AI,SRM University,"Bengaluru, Karnataka, India",500+,https://www.linkedin.com/in/vishnusubramanian/
Uday Naik,CEO,GE Triveni Limited,Karnatak University,"Bengaluru, Karnataka, India",500+,https://www.linkedin.com/in/uday-naik-3a717037/
Ravindranath Ange Veetil,CEO,Innovature Labs,Texas A&M University-Commerce,"Ernakulam, Kerala, India",500+,https://www.linkedin.com/in/raviav/
Sandip Ghatak,CEO,Crystal Hues Limited,IIT Bombay - Shailesh J. Mehta School of Management,"Gautam Buddha Nagar, Uttar Pradesh, India",500+,https://www.linkedin.com/in/sandip-ghatak-52939217/
Dhaval Gandhi,CEO,Techspurt Solution,Saurashtra High School,"Ahmedabad, Gujarat, India",500+,https://www.linkedin.com/in/dhaval-gandhi-a99a4237/
Dr. Vibhor Mishra,CEO,3EA,IIM Lucknow,"Mumbai, Maharashtra, India",500+,https://www.linkedin.com/in/vibhormisra/
Inderdeep Singh Wasir,CEO,MigPixel,Delhi University,"Faridabad, Haryana, India",500+,https://www.linkedin.com/in/inderdeep-singh-wasir/
Gaurav Jain,CEO,ShubhChintak & Kalki Enterprises,"Shanmugha Arts, Science, Technology and Research Academy","Bengaluru, Karnataka, India",500+,https://www.linkedin.com/in/gaurav-jain-486b1615/
Shivam Dharohar Garg,CEO,liftupmarketing.in,,"Ghaziabad, Uttar Pradesh, India",500+,https://www.linkedin.com/in/shivam-dharohar-garg-4b05aba9/
Pramod Vaidya,CEO,Force MTU Power Systems (P) Limited,,"Pune, Maharashtra, India",500+,https://www.linkedin.com/in/pramod-vaidya-0691868/
Amit Sharma,CEO,OneDios,Visvesvaraya National Institute of Technology,"Central Delhi, Delhi, India",500+,https://www.linkedin.com/in/amitlink/
Sukhjeet Singh,CEO,Jevintech,Guru Nanak Dev University,"Punjab, India",500+,https://www.linkedin.com/in/sukhjeet-singh-seo/
BHAVIKKUMAR PATEL,CEO,CK Group Of Company,SV College of Engineering,"Old Ahmedabad, Gujarat, India",500+,https://www.linkedin.com/in/bhavikkumarpatel/
Mayur Aggarwal,CEO,ShipEasy,Virginia Tech,India,500+,https://www.linkedin.com/in/mayuraggarwal/
Sugumaran J,CEO,Tambora Systems,"College of Engineering Guindy, Chennai","Bengaluru Area, India",500+,https://www.linkedin.com/in/sugumaran-j-7a177a5/
Shankar Mocherla,CEO,CodingLimits Pvt Ltd,Indian Institute of Planning and Management,"Bengaluru, Karnataka, India",500+,https://www.linkedin.com/in/shankar-mocherla-4371a7a/
manish solanki,Chief Business Officer,Your Investigator,Jai Narain Vyas University,"Bengaluru Area, India",500+,https://www.linkedin.com/in/manish-solanki/
Dilip Kumar K K,CEO,HasoTechnology,NMIMS Global Access School for Continuing Education,"Madurai, Tamil Nadu, India",500+,https://www.linkedin.com/in/dilipwk/
Siddhartha Singh,CEO,Quale Infotech,"Christ University, Bangalore","Gurgaon, Haryana, India",500+,https://www.linkedin.com/in/siddharthasingh10/
Future Ventures,CEO,Fytzo,Saveetha Medical College,India,500+,https://www.linkedin.com/in/future-ventures-72b772131/
Saravanan Shanmugam,CEO,Katmuny Technologies Pvt Ltd,Anna University,"Bengaluru, Karnataka, India",500+,https://www.linkedin.com/in/saravanan-shanmugam-586124b/
Manas Sinha,CEO,Yet to be named...,NIIT,"New Delhi, Delhi, India",500+,https://www.linkedin.com/in/manassinha/
RIYAS MUHAMMED,Chief executive officer,Ztonebridge,Sathyabama University,"Thiruvananthapuram, Kerala, India",500+,https://www.linkedin.com/in/riyas-muhammed-b4b950167/
Nirav Thakkar,CEO,NTechnosoft,St Marys School Mt Abu,"Ahmedabad, Gujarat, India",500+,https://www.linkedin.com/in/nirav-thakkar-ba286752/
Loveneesh Bansal,CEO,BSD Infotech,Maharshi Dayanand University,"West Delhi, Delhi, India",500+,https://www.linkedin.com/in/loveneeshbansal/
Priyank Savani,CEO,Identixweb Pvt.Ltd.,"College MGi,Rajkot","Surat, Gujarat, India",500+,https://www.linkedin.com/in/priyanksavani/
Rajesh Moses Jeyakumar,CEO,RASA Management & Recruitment Consultancy,,"Dindigul, Tamil Nadu, India",500+,https://www.linkedin.com/in/rajesh-moses-jeyakumar-98464587/
Punam Devi,CEO,Self,Indian School of Management & Studies,"Gautam Buddha Nagar, Uttar Pradesh, India",500+,https://www.linkedin.com/in/punam-devi-9a3482193/
kathineni chandra sekhar reddy,CEO,SYMPLOCOS TECHNOLOGIES,,"Ongole, Andhra Pradesh, India",500+,https://www.linkedin.com/in/kathineni-chandra-sekhar-reddy-a3661119b/
Pawan Sharma,CEO,Netsure IT Solution Private Limited (NSIT Global),,"New Delhi, Delhi, India",500+,https://www.linkedin.com/in/pawan-sharma-it-lcs/
Capt.Syed Jamil (Retd.),CEO,Biznetindia Dot Com Pvt. Ltd.,"National Institute of Personnel Management (NIPM) Kolkata,India","Gautam Buddha Nagar, Uttar Pradesh, India",500+,https://www.linkedin.com/in/capt-syed-jamil-retd/
Archana Vijayan,CEO,"Management, Consulting, Advisory Firm","University of Mumbai (Lala Lajpat Rai College of Commerce and Economics), Ranks 14th Top Private B -Schools In Mumbai, Survey Conducted in 2019","Mumbai, Maharashtra, India",500+,https://www.linkedin.com/in/archana-vijayan-3641b25/
Manjeet Singh,CEO,Dreamers Dream,SRM University,"Gurgaon, Haryana, India",500+,https://www.linkedin.com/in/manjeetsinghofficial/
Talha Kidwai,Chief Operating Officer,Universal Infosoft,,"Lucknow, Uttar Pradesh, India",500+,https://www.linkedin.com/in/talha-kidwai-24716b78/
B.P. Ballyan,CEO,jansamwad multi lingual news agency,"Kurukshetra University, Kurukshetra","South West Delhi, Delhi, India",500+,https://www.linkedin.com/in/b-p-ballyan-2954411b/
Bhumika vora,CEO,igotmywork,viva college,"Mumbai, Maharashtra, India",500+,https://www.linkedin.com/in/bhumika-vora-89217b68/
Manish Desai,CEO,Nautilus Consultancy,Hebron Higher Secondary School,"Ahmedabad, Gujarat, India",500+,https://www.linkedin.com/in/manish-desai-0b133a51/
Adira khan,CEO,Voxmine Global LTD,,,500+,https://www.linkedin.com/in/voxmine/
Madhur Satija,CEO,BeepWeep,University of Michigan,"Gurgaon, Haryana, India",500+,https://www.linkedin.com/in/themadhursatija/
Govinda Padaki,Global Chief Technology Officer,Sadhana Systems,International Institute of Information Technology Bangalore,"Bengaluru, Karnataka, India",500+,https://www.linkedin.com/in/govindapadaki/
Rupinder Anand,CEO,OKI India Private Limited,Devi Ahilya Vishwavidyalaya,"Mumbai Area, India",500+,https://www.linkedin.com/in/rupinderanand/
Ishit Jethwa,CEO,JobSquare,,"Ahmedabad, Gujarat, India",500+,https://www.linkedin.com/in/ishitjethwa/
Ajit Menon,CEO,PGIM India Mutual Fund,Chetana's Institute of Management and Research,"Mumbai, Maharashtra, India",500+,https://www.linkedin.com/in/ajit-menon-b46a4411/
Ashok Ramachandran,CEO,Schindler India Pvt. Ltd.,,"Mumbai, Maharashtra, India",500+,https://www.linkedin.com/in/ashok-ramachandran-2171ab4/
Suresh Kuppuswamy,CEO,Sterling Software Private Limited,Coimbatore Institute of Technology,"Chennai, Tamil Nadu, India",500+,https://www.linkedin.com/in/sureshkuppuswamy/
Rohit Sawhney,CEO,India Ratings & Research - A Fitch Group Company,Delhi University,"Mumbai, Maharashtra, India",500+,https://www.linkedin.com/in/sawhneyrohit/
Neville Patel,CEO,Qualitas Global Services,The Fast Lane MBA,"Pune, Maharashtra, India",500+,https://www.linkedin.com/in/neville-patel-a582b95/
Devndra Chawla,CEO,Spencer's Retail,Harvard Business School,,500+,https://www.linkedin.com/in/devendrachawla/
Joshua Madan,CEO,Covenant Group,Other,"Chennai Area, India",500+,https://www.linkedin.com/in/joshua-madan-4a92907/
Aman Singh,CEO,Insane Marketers,lucknow public school,"Bengaluru, Karnataka, India",500+,https://www.linkedin.com/in/insaneaman/
Lakshmi (Jothi) Potluri,CEO,DCF Ventures,Columbia University - Columbia Business School,"Mumbai, Maharashtra, India",500+,https://www.linkedin.com/in/lakshmipotluri/
Vaishali Dhankani,CEO,Analah Capital,The Institute of Chartered Accountants of India,"Mumbai, Maharashtra, India",500+,https://www.linkedin.com/in/vaishali-dhankani-3b3b06148/
SM A.,CEO,Aura Research & Technology Inc.,Delhi University,"New Delhi, Delhi, India",500+,https://www.linkedin.com/in/smahmedwork/
GIRISH AIVALLI,CEO,South Asia AgTech Hub for Innovation Private Limited,"Management Development Institute, Gurgaon","Gurgaon, Haryana, India",500+,https://www.linkedin.com/in/girish-aivalli-6639374/
Dr. Bhaskar Dasgupta,CEO,Techsoft Informatics Pvt. Ltd.,Ph.D in Strategic Management,"Central Delhi, Delhi, India",500+,https://www.linkedin.com/in/drbhaskardasgupta/
VenkataGiri Puthigai,CEO,Airaavat Technologies Private Limited,Pachaiyappa's College,"Chennai, Tamil Nadu, India",500+,https://www.linkedin.com/in/pvgiri/
Jayant Kumar,CEO,TechnoPro India (TPRI Technologies Pvt.Ltd.),"Indian Institute of Management, Bangalore","Bengaluru, Karnataka, India",500+,https://www.linkedin.com/in/tinyjayanth/
Saravanan I M,CEO,Gameatics Lab (P) Ltd,National Engineering Collage,"Bengaluru, Karnataka, India",500+,https://www.linkedin.com/in/imsaravanan/
Dr Aquil Busrai,CEO,Aquil Busrai Consulting,XLRI Jamshedpur,"Gurgaon, Haryana, India",500+,https://www.linkedin.com/in/aquilbusrai/
Abithab Bhaskar,CEO,Netcore Solutions,"Indian Institute of Management, Lucknow","Mumbai, Maharashtra, India",500+,https://www.linkedin.com/in/abithab-bhaskar-492432/
Nitin Pande,CEO,InnoRenoVate Solutions Private Limited,,"Ghaziabad, Uttar Pradesh, India",500+,https://www.linkedin.com/in/nitin-pande-1442691/
Subrat Parida,CEO,racetrack.ai,Indian Institute of Management Bangalore,"Bengaluru, Karnataka, India",500+,https://www.linkedin.com/in/subratparida/
Mahek Tomer,Co-Founder,Invest19,,India,500+,https://www.linkedin.com/in/mahek-tomer-04859052/
Omar Farooq,CEO,AceProHR,Delhi School of Economics,"South Delhi, Delhi, India",500+,https://www.linkedin.com/in/omarfarooq/
Kunal Kumar,CEO,Dissa Digital,Ramaiah Institute Of Technology,India,500+,https://www.linkedin.com/in/kunal-kumar-8552a366/
CP Gurnani,CEO,Tech Mahindra,NIT -Rourklea,"Noida Area, India",500+,https://www.linkedin.com/in/cp-gurnani-b4500348/
K Nandakumar Menon,CEO,Impact Consulting and Business Solutions,Madras University,"Chennai, Tamil Nadu, India",500+,https://www.linkedin.com/in/k-nandakumar-menon-53861876/
Murugappan Annamalai,CEO,Infycle Technologies,Kalasalingam University,"Chennai, Tamil Nadu, India",500+,https://www.linkedin.com/in/murugappanan/
Visty Banaji,CEO,Banner Global Consulting,Indian Institute of Management Ahmedabad,"Mumbai Area, India",500+,https://www.linkedin.com/in/banaji/
HarsH Shah,CEO,IndiGrid,National University of Singapore,"Mumbai, Maharashtra, India",500+,https://www.linkedin.com/in/harsh-shah-8634bb6/
